company,specific_origin,REF,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin,Blend
Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,,Colombia,0
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75,,Colombia,0
Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,,Colombia,0
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,U.S.A.,3.5,Trinitario,Honduras,0
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,U.S.A.,3.75,Criollo,Dominican Republic,0
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,U.S.A.,3.0,,Dominican Republic,0
Cacao Prieto,Dominican Republic,641,2011,66.0,U.S.A.,3.75,,Dominican Republic,0
Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,U.S.A.,3.25,,Dominican Republic,0
Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Congo,0
Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,0
Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,,Ecuador,0
Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,,Papua New Guinea,0
Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,0
Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,,Venezuela,0
Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,,Venezuela,0
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,0
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,0
Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,0
Cacao Store,Peru,1684,2015,70.0,Japan,3.25,,Peru,0
Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,0
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,,Peru,0
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador,0
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador,0
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador,0
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador,0
Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,0
Callebaut,Baking,141,2007,70.0,Belgium,1.0,,Ecuador,0
C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,,Cuba,0
C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,,Dominican Republic,0
C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,,0
C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,,Ecuador,0
C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,,Venezuela,0
C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,Sao Tome,0
C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad,0
Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,Venezuela,0
Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75,,Tanzania,0
Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,Venezuela,0
Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0,,Bolivia,0
Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,Brazil,0
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador,0
Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador,0
Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador,0
Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador,0
Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador,0
Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador,0
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,0
Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,,Papua New Guinea,0
Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,,Guatemala,0
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,,Costa Rica,0
Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,,Costa Rica,0
Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,0
Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,0
Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,0
Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,0
Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,0
Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,0
Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,0
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,Belize,0
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,Honduras,0
Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",Dominican Republic,0
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5,,Venezuela,0
Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,0
Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,0
Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic,0
Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia,0
Castronovo,Conacado,1101,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic,0
Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,Peru,0
Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25,,Venezuela,0
Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua,0
Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,Peru,0
Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0,,Venezuela,0
Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5,,Ecuador,0
Cello,Peru,1247,2014,70.0,U.S.A.,2.75,,Peru,0
Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75,,Venezuela,0
Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0,,Bolivia,0
Cemoi,Equateur,404,2009,72.0,France,2.75,,Ecuador,0
Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,0
Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25,,Belize,0
Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,0
Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,0
Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5,,Costa Rica,0
Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,,,1
Chocablog,Ecuador,1454,2015,70.0,England,3.25,,Ecuador,0
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,0
Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,0
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,0
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,0
Chocolarder,Peru,1482,2015,65.0,England,2.5,Criollo,Peru,0
Chocolarder,Peru + nibs,1482,2015,65.0,England,2.75,Criollo,Peru,0
Chocolarder,Dominican Republic,1514,2015,80.0,England,2.5,,Dominican Republic,0
Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar,0
Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75,,Venezuela,0
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5,,Peru,0
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,U.S.A.,2.5,,,1
Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5,,Bolivia,0
Chocolate Con Amor,Uganda,1760,2016,70.0,U.S.A.,2.75,,Uganda,0
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0,,Dominican Republic,0
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0,,Dominican Republic,0
Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela,0
Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25,,Ecuador,0
Chocolate Con Amor,Nicaragua,1768,2016,80.0,U.S.A.,2.75,,Nicaragua,0
Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75,,Peru,0
Chocolate Makers,Tres Hombres,1530,2015,75.0,Netherlands,3.25,Trinitario,Dominican Republic,0
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Netherlands,3.5,Forastero,Congo,0
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Netherlands,3.75,Criollo,Peru,0
"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru,0
"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,0
"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru,0
"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador,0
"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,0
"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,0
Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,0
ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,0
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,,Mexico,0
Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,0
Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,0
Chocovic,Kendari,439,2009,60.0,Spain,3.25,,,0
Chocovic,Tarakan,439,2009,75.0,Spain,3.25,,,0
Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,0
Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,0
Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,0
Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,,0
Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,Mexico,0
Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,Mexico,0
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,0
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,0
Choklat,Brazilian,377,2009,70.0,Canada,3.0,,Brazil,0
Choklat,Brazilian,377,2009,80.0,Canada,3.0,,Brazil,0
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,0
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,,Martinique,0
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,,Mexico,0
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero (Nacional),Peru,0
Chuao Chocolatier,Choroni,445,2009,61.0,U.S.A.,3.0,Criollo,Venezuela,0
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela,0
Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,"Sao Tome,Principe",0
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,"Sao Tome,Principe",0
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,"Sao Tome,Principe",0
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,"Sao Tome,Principe",0
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5,,Ecuador,0
Coleman & Davis,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar,0
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,,Venezuela,0
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,0
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,,Bolivia,0
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,0
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador,0
Condor,Camino Verde,1630,2015,76.0,U.S.A.,3.5,,Ecuador,0
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam,0
Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador,0
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,0
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,,Ecuador,0
Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,"Sao Tome,Principe",0
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,0
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,0
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,0
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,0
Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad,0
Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,0
Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela,0
Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,0
Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,0
Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela,0
Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela,0
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,0
Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela,0
Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,0
Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,,,0
Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,0
Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,0
Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,0
Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,0
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,0
Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,0
Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,0
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador,0
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador,0
Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,,Australia,0
Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,,Australia,0
Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75,,Dominican Republic,0
Damson,Robson Estate,1610,2015,70.0,England,3.0,Trinitario,Trinidad,0
Damson,Los Rios,1610,2015,70.0,England,3.5,,Ecuador,0
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,England,2.25,,Grenada,0
Damson,O'Payo,1666,2015,70.0,England,2.75,,Nicaragua,0
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,U.S.A.,3.75,,,0
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,Belize,0
Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,Belize,0
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5,,Ecuador,0
Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75,,Liberia,0
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75,,Dominican Republic,0
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75,,Venezuela,0
Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25,,Venezuela,0
Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5,,Venezuela,0
Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5,,Papua New Guinea,0
Dandelion,Upala,805,2012,70.0,U.S.A.,3.0,,Costa Rica,0
Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25,,Colombia,0
Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75,,Dominican Republic,0
Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25,,Dominican Republic,0
Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar,0
Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25,,Tanzania,0
Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,,Guatemala,0
Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,0
Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,,Guatemala,0
Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,0
Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,0
Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,,Guatemala,0
Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,,Guatemala,0
Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,0
Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,0
DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75,,Venezuela,0
DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam,0
DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25,,"Ecuador,Costa Rica",0
Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25,,Bolivia,0
Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,0
Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25,,Venezuela,0
Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0,,Tanzania,0
Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25,,Ecuador,0
Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,Ghana,0
Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75,,Dominican Republic,0
Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75,,Venezuela,0
Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,West Africa,0
De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,,Brazil,0
De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,,Brazil,0
De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,0
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,,Madagascar,0
Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar,0
Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0,,Costa Rica,0
Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0,,Ecuador,0
Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,Ghana,0
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0,,Papua New Guinea,0
Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0,,Peru,0
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,,Papua New Guinea,0
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,,Venezuela,0
Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,,Tanzania,0
DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75,,Bolivia,0
DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica,0
DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5,,Dominican Republic,0
Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75,,Guatemala,0
Dick Taylor,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam,0
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,U.S.A.,3.75,,Bolivia,0
Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5,,Dominican Republic,0
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25,,Ecuador,0
Dick Taylor,Camino Verde,1193,2013,76.0,U.S.A.,3.5,,Ecuador,0
Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75,,Bolivia,0
Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,Belize,0
Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar,0
Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar,0
Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,Venezuela,0
Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0,,Dominican Republic,0
Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25,,Ecuador,0
Doble & Bignall,Puerto Cabello,1688,2015,85.0,England,3.0,,Venezuela,0
Doble & Bignall,"Panama, Raven",1371,2014,72.0,England,3.25,,Panama,0
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,England,3.25,Trinitario,Venezuela,0
Doble & Bignall,Johe,1407,2014,72.0,England,3.5,"Criollo, Trinitario",Nicaragua,0
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75,,Hawaii,0
Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,West Africa,0
Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,,,0
Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,,Ecuador,0
Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,0
Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,0
Domori,Morogoro,863,2012,70.0,Italy,3.5,,Tanzania,0
Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,0
Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,0
Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,0
Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,0
Domori,Teyuna,272,2008,70.0,Italy,3.0,,Colombia,0
Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,,1
Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,,1
Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,0
Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,0
Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,0
Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,0
Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,0
Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,0
Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,0
Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,0
Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,0
Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,0
Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,0
Dormouse,Non Pariel Estate,1880,2016,75.0,England,2.75,Trinitario,Grenada,0
Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,England,2.5,Trinitario,Venezuela,0
Dormouse,"Colombia, Batch 9",1676,2015,80.0,England,2.75,"Criollo, Trinitario",Colombia,0
Dormouse,"Madagascar, Batch 8",1676,2015,77.0,England,2.75,"Criollo, Trinitario",Madagascar,0
Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,England,4.0,Criollo,Guatemala,0
Duffy's,"Chuno, Xoco",1331,2014,70.0,England,3.5,Criollo,Nicaragua,0
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,England,3.75,Criollo,Nicaragua,0
Duffy's,Ocumare,923,2012,72.0,England,3.75,,Venezuela,0
Duffy's,"Indio Rojo, Xoco",623,2011,72.0,England,3.75,Criollo,Honduras,0
Duffy's,Dominican Republic,661,2011,65.0,England,3.5,,Dominican Republic,0
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,England,3.0,,Panama,0
Duffy's,"Nicaliso, Xoco",697,2011,71.0,England,3.25,Criollo,Nicaragua,0
Duffy's,Ocumare,765,2011,71.0,England,3.5,,Venezuela,0
Duffy's,Panama,516,2010,70.0,England,3.5,,Panama,0
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,England,3.75,,Ecuador,0
Duffy's,Star of Ecuador,523,2010,70.0,England,2.5,,Ecuador,0
